"team","player_name","sofifa_id","player_url","short_name","player_positions","overall","potential","value_eur","wage_eur","age.x","dob","height_cm","weight_kg","club_team_id","club_name.x.x","league_name.x.x","league_level","club_position","club_jersey_number","club_loaned_from","club_joined","club_contract_valid_until","nationality_id","nationality_name","nation_team_id","nation_position","nation_jersey_number","preferred_foot","weak_foot","skill_moves","international_reputation","work_rate","body_type","real_face","release_clause_eur","player_tags","player_traits","pace","shooting","passing","dribbling","defending","physic","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking_awareness","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes","goalkeeping_speed","ls","st","rs","lw","lf","cf","rf","rw","lam","cam","ram","lm","lcm","cm","rcm","rm","lwb","ldm","cdm","rdm","rwb","lb","lcb","cb","rcb","rb","gk","player_face_url","club_logo_url","club_flag_url","nation_logo_url","nation_flag_url","age.y","position.x","club_involved_name","fee","transfer_movement","transfer_period","fee_cleaned","league_name.y","year.x","season","league_name.x.y","year.y","position.y","matches","wins","draws","loses","scored","missed","pts","xG","xG_diff","npxG","xGA","xGA_diff","npxGA","npxGD","ppda_coef","oppda_coef","deep","deep_allowed","xpts","xpts_diff","club_name.x.y"
"Real Madrid","Andriy Lunin",243952,"https://sofifa.com/player/243952/andriy-lunin/190002","A. Lunin","GK",76,88,10500000,20000,19,"1999-02-11",191,80,243,"Real Madrid CF","Spain Primera Division",1,"RES",40,"","2018-07-02",2024,49,"Ukraine",NA,"",NA,"Right",3,1,1,"Medium/Medium","Normal (185+)","No",23600000,"","Rushes Out Of Goal, Saves with Feet",NA,NA,NA,NA,NA,NA,15,8,12,25,12,11,14,15,26,15,33,26,36,76,22,22,56,32,61,7,22,19,11,60,19,56,22,13,11,74,71,76,77,79,29,"22+1","22+1","22+1","23","25","25","25","23","28+1","28+1","28+1","26+1","29+1","29+1","29+1","26+1","24+1","28+1","28+1","28+1","24+1","24+1","26+1","26+1","26+1","24+1","75+1","https://cdn.sofifa.net/players/243/952/19_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/ua.png",20,"Goalkeeper","CD Leganés","End of loanJun 30, 2019","in","Summer",NA,"Primera Division","19","2019/2020","La_liga",18,3,38,21,5,12,63,46,68,68.654773,5.65477300000001,61.965525,48.675753,2.67575300000001,42.729664,19.235861,8.89657836273485,14.7825005895425,341,168,64.7728,-3.2272,"Real Madrid"
"Real Madrid","Ferland Mendy",228618,"https://sofifa.com/player/228618/ferland-mendy/190002","F. Mendy","LB",77,85,1.1e+07,40000,23,"1995-06-08",178,73,66,"Olympique Lyonnais","French Ligue 1",1,"LB",22,"","2017-07-01",2023,18,"France",NA,"",NA,"Left",4,4,1,"High/Medium","Normal (170-185)","No",23100000,"","Flair, Speed Dribbler (AI)",87,63,72,79,71,77,74,62,69,76,43,80,71,35,71,78,88,86,78,75,78,69,78,79,76,64,77,74,75,73,49,78,67,74,74,7,16,9,10,9,NA,"72+1","72+1","72+1","76","75","75","75","76","75+1","75+1","75+1","77+1","75+1","75+1","75+1","77+1","76+1","74+1","74+1","74+1","76+1","76+1","74+1","74+1","74+1","76+1","18+1","https://cdn.sofifa.net/players/228/618/19_120.png","https://cdn.sofifa.net/teams/66/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png",24,"Left-Back","Olympique Lyon","€48.00m","in","Summer",48,"Primera Division","19","2019/2020","La_liga",18,3,38,21,5,12,63,46,68,68.654773,5.65477300000001,61.965525,48.675753,2.67575300000001,42.729664,19.235861,8.89657836273485,14.7825005895425,341,168,64.7728,-3.2272,"Real Madrid"
"Real Madrid","Luka Jović",232432,"https://sofifa.com/player/232432/luka-jovic/190002","L. Jović","ST",75,83,1e+07,30000,20,"1997-12-23",182,87,1824,"Eintracht Frankfurt","German 1. Bundesliga",1,"SUB",8,"SL Benfica","",2019,51,"Serbia",NA,"",NA,"Right",4,3,1,"Medium/Medium","Normal (170-185)","No",NA,"","Chip Shot (AI)",76,74,62,74,27,68,63,76,75,66,73,74,68,38,54,74,75,77,74,73,65,79,66,69,73,70,55,23,73,65,60,70,19,26,16,8,7,12,9,13,NA,"74+1","74+1","74+1","72","73","73","73","72","71+1","71+1","71+1","70+1","63+1","63+1","63+1","70+1","51+1","48+1","48+1","48+1","51+1","48+1","44+1","44+1","44+1","48+1","16+1","https://cdn.sofifa.net/players/232/432/19_120.png","https://cdn.sofifa.net/teams/1824/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/rs.png",21,"Centre-Forward","E. Frankfurt","€63.00m","in","Summer",63,"Primera Division","19","2019/2020","La_liga",18,3,38,21,5,12,63,46,68,68.654773,5.65477300000001,61.965525,48.675753,2.67575300000001,42.729664,19.235861,8.89657836273485,14.7825005895425,341,168,64.7728,-3.2272,"Real Madrid"
"Real Madrid","Andriy Lunin",243952,"https://sofifa.com/player/243952/andriy-lunin/190002","A. Lunin","GK",76,88,10500000,20000,19,"1999-02-11",191,80,243,"Real Madrid CF","Spain Primera Division",1,"RES",40,"","2018-07-02",2024,49,"Ukraine",NA,"",NA,"Right",3,1,1,"Medium/Medium","Normal (185+)","No",23600000,"","Rushes Out Of Goal, Saves with Feet",NA,NA,NA,NA,NA,NA,15,8,12,25,12,11,14,15,26,15,33,26,36,76,22,22,56,32,61,7,22,19,11,60,19,56,22,13,11,74,71,76,77,79,29,"22+1","22+1","22+1","23","25","25","25","23","28+1","28+1","28+1","26+1","29+1","29+1","29+1","26+1","24+1","28+1","28+1","28+1","24+1","24+1","26+1","26+1","26+1","24+1","75+1","https://cdn.sofifa.net/players/243/952/19_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/ua.png",20,"Goalkeeper","Real Valladolid","End of loanJan 14, 2020","in","Winter",NA,"Primera Division","19","2019/2020","La_liga",18,3,38,21,5,12,63,46,68,68.654773,5.65477300000001,61.965525,48.675753,2.67575300000001,42.729664,19.235861,8.89657836273485,14.7825005895425,341,168,64.7728,-3.2272,"Real Madrid"
"Real Madrid","Martin Ødegaard",222665,"https://sofifa.com/player/222665/martin-odegaard/190002","M. Ødegaard","RW",74,84,9e+06,50000,19,"1998-12-17",178,68,243,"Real Madrid CF","Spain Primera Division",1,"RES",36,"","2015-04-29",2020,36,"Norway",1352,"SUB",11,"Left",4,5,1,"Medium/Low","Lean (170-185)","No",20300000,"","Avoids Using Weaker Foot, Flair, Playmaker (AI), Technical Dribbler (AI)",73,58,74,82,37,41,74,59,38,75,65,83,72,68,68,85,76,70,78,72,76,55,46,64,33,57,32,48,62,80,59,77,38,31,32,14,15,15,8,10,NA,"63","63","63","74-1","72-1","72-1","72-1","74-1","75","75","75","74","70","70","70","74","60","56","56","56","60","56","43","43","43","56","19","https://cdn.sofifa.net/players/222/665/19_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1352/60.png","https://cdn.sofifa.net/flags/no.png",20,"Attacking Midfield","Vitesse","End of loanJun 30, 2019","in","Summer",NA,"Primera Division","19","2019/2020","La_liga",18,3,38,21,5,12,63,46,68,68.654773,5.65477300000001,61.965525,48.675753,2.67575300000001,42.729664,19.235861,8.89657836273485,14.7825005895425,341,168,64.7728,-3.2272,"Real Madrid"
"Real Madrid","Eden Hazard",183277,"https://sofifa.com/player/183277/eden-hazard/190002","E. Hazard","LW, CF",91,91,9.3e+07,325000,27,"1991-01-07",173,74,5,"Chelsea","English Premier League",1,"LW",10,"","2012-07-01",2020,7,"Belgium",1325,"LF",10,"Right",4,4,4,"High/Medium","Normal (170-185)","Yes",172100000,"#Speedster, #Dribbler, #Acrobat","Beat Offside Trap, Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",91,82,86,94,35,67,81,84,61,89,80,95,83,79,83,94,93,89,95,90,94,80,56,83,66,80,54,41,87,89,86,91,34,27,22,11,12,6,8,8,NA,"84+6","84+6","84+6","89+2","89+2","89+2","89+2","89+2","90+1","90+1","90+1","89+2","83+6","83+6","83+6","89+2","66+6","63+6","63+6","63+6","66+6","61+6","50+6","50+6","50+6","61+6","18+6","https://cdn.sofifa.net/players/183/277/19_120.png","https://cdn.sofifa.net/teams/5/60.png","https://cdn.sofifa.net/flags/gb-eng.png","https://cdn.sofifa.net/teams/1325/60.png","https://cdn.sofifa.net/flags/be.png",28,"Left Winger","Chelsea","€115.00m","in","Summer",115,"Primera Division","19","2019/2020","La_liga",18,3,38,21,5,12,63,46,68,68.654773,5.65477300000001,61.965525,48.675753,2.67575300000001,42.729664,19.235861,8.89657836273485,14.7825005895425,341,168,64.7728,-3.2272,"Real Madrid"
"Real Sociedad","Martin Ødegaard",222665,"https://sofifa.com/player/222665/martin-odegaard/190002","M. Ødegaard","RW",74,84,9e+06,50000,19,"1998-12-17",178,68,243,"Real Madrid CF","Spain Primera Division",1,"RES",36,"","2015-04-29",2020,36,"Norway",1352,"SUB",11,"Left",4,5,1,"Medium/Low","Lean (170-185)","No",20300000,"","Avoids Using Weaker Foot, Flair, Playmaker (AI), Technical Dribbler (AI)",73,58,74,82,37,41,74,59,38,75,65,83,72,68,68,85,76,70,78,72,76,55,46,64,33,57,32,48,62,80,59,77,38,31,32,14,15,15,8,10,NA,"63","63","63","74-1","72-1","72-1","72-1","74-1","75","75","75","74","70","70","70","74","60","56","56","56","60","56","43","43","43","56","19","https://cdn.sofifa.net/players/222/665/19_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","https://cdn.sofifa.net/teams/1352/60.png","https://cdn.sofifa.net/flags/no.png",20,"Attacking Midfield","Real Madrid","Loan fee:€2.00m","in","Summer",2,"Primera Division","19","2019/2020","La_liga",18,9,38,13,11,14,45,46,50,47.987101,2.987101,40.554466,48.09444,2.09444,45.68397,-5.129504,9.94355636072768,9.48877103532691,194,208,51.1255,1.12550000000001,"Real Sociedad"
"Real Sociedad","Modibo Sagnan",241708,"https://sofifa.com/player/241708/modibo-sagnan/190002","M. Sagnan","CB",61,78,5e+05,1000,19,"1999-04-14",187,71,64,"Racing Club de Lens","French Ligue 2",2,"SUB",3,"","2017-07-28",2020,18,"France",NA,"",NA,"Left",3,2,1,"Medium/Medium","Normal (185+)","No",1200000,"","",59,32,48,44,59,66,48,28,60,56,27,38,31,30,50,46,53,64,55,51,58,40,69,60,72,32,59,53,30,39,39,55,62,61,59,10,6,11,9,9,NA,"44+1","44+1","44+1","44","42","42","42","44","44+1","44+1","44+1","46+1","47+1","47+1","47+1","46+1","55+1","55+1","55+1","55+1","55+1","56+1","60+1","60+1","60+1","56+1","13+1","https://cdn.sofifa.net/players/241/708/19_120.png","https://cdn.sofifa.net/teams/64/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png",20,"Centre-Back","Lens","€4.50m","in","Summer",4.5,"Primera Division","19","2019/2020","La_liga",18,9,38,13,11,14,45,46,50,47.987101,2.987101,40.554466,48.09444,2.09444,45.68397,-5.129504,9.94355636072768,9.48877103532691,194,208,51.1255,1.12550000000001,"Real Sociedad"
"Real Sociedad","Robin Le Normand",233486,"https://sofifa.com/player/233486/robin-le-normand/190002","R. Le Normand","CB, CDM",62,76,6e+05,3000,21,"1996-11-11",187,80,457,"Real Sociedad","Spain Primera Division",1,"RES",29,"","2016-07-04",2019,18,"France",NA,"",NA,"Right",3,2,1,"Medium/Medium","Normal (185+)","No",1600000,"","",53,25,44,37,61,63,25,19,64,63,25,22,29,25,52,54,54,52,42,50,53,40,71,54,68,22,61,58,21,31,34,52,54,68,60,9,13,14,15,10,NA,"40+1","40+1","40+1","37","38","38","38","37","40+1","40+1","40+1","40+1","47+1","47+1","47+1","40+1","52+1","57+1","57+1","57+1","52+1","55+1","61+1","61+1","61+1","55+1","16+1","https://cdn.sofifa.net/players/233/486/19_120.png","https://cdn.sofifa.net/teams/457/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/fr.png",22,"Centre-Back","Real Sociedad B","-","in","Summer",NA,"Primera Division","19","2019/2020","La_liga",18,9,38,13,11,14,45,46,50,47.987101,2.987101,40.554466,48.09444,2.09444,45.68397,-5.129504,9.94355636072768,9.48877103532691,194,208,51.1255,1.12550000000001,"Real Sociedad"
"Real Sociedad","Alexander Isak",233731,"https://sofifa.com/player/233731/alexander-isak/190002","A. Isak","ST",69,83,2200000,10000,18,"1999-09-21",190,74,22,"Borussia Dortmund","German 1. Bundesliga",1,"SUB",14,"","2017-01-23",2022,46,"Sweden",NA,"",NA,"Right",3,3,1,"Medium/Medium","Lean (185+)","No",5100000,"","",77,65,52,70,27,58,51,69,65,59,74,69,40,35,40,71,79,76,77,66,60,63,67,66,59,57,41,24,71,59,53,61,27,20,16,7,6,9,7,11,NA,"68+1","68+1","68+1","67","68","68","68","67","65+1","65+1","65+1","65+1","57+1","57+1","57+1","65+1","48+1","44+1","44+1","44+1","48+1","46+1","40+1","40+1","40+1","46+1","14+1","https://cdn.sofifa.net/players/233/731/19_120.png","https://cdn.sofifa.net/teams/22/60.png","https://cdn.sofifa.net/flags/de.png","","https://cdn.sofifa.net/flags/se.png",19,"Centre-Forward","Bor. Dortmund","€15.00m","in","Summer",15,"Primera Division","19","2019/2020","La_liga",18,9,38,13,11,14,45,46,50,47.987101,2.987101,40.554466,48.09444,2.09444,45.68397,-5.129504,9.94355636072768,9.48877103532691,194,208,51.1255,1.12550000000001,"Real Sociedad"
"Real Valladolid","Andriy Lunin",243952,"https://sofifa.com/player/243952/andriy-lunin/190002","A. Lunin","GK",76,88,10500000,20000,19,"1999-02-11",191,80,243,"Real Madrid CF","Spain Primera Division",1,"RES",40,"","2018-07-02",2024,49,"Ukraine",NA,"",NA,"Right",3,1,1,"Medium/Medium","Normal (185+)","No",23600000,"","Rushes Out Of Goal, Saves with Feet",NA,NA,NA,NA,NA,NA,15,8,12,25,12,11,14,15,26,15,33,26,36,76,22,22,56,32,61,7,22,19,11,60,19,56,22,13,11,74,71,76,77,79,29,"22+1","22+1","22+1","23","25","25","25","23","28+1","28+1","28+1","26+1","29+1","29+1","29+1","26+1","24+1","28+1","28+1","28+1","24+1","24+1","26+1","26+1","26+1","24+1","75+1","https://cdn.sofifa.net/players/243/952/19_120.png","https://cdn.sofifa.net/teams/243/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/ua.png",20,"Goalkeeper","Real Madrid","loan transfer","in","Summer",NA,"Primera Division","19","2019/2020","La_liga",18,17,38,10,11,17,32,51,41,41.641547,9.64154699999998,36.438739,57.647325,6.647325,50.829462,-14.390723,11.450773336204,9.83441445421456,139,243,41.7997,0.799700000000001,"Real Valladolid"
"Real Valladolid","Federico Barba",211557,"https://sofifa.com/player/211557/federico-barba/190002","F. Barba","CB",73,79,4700000,10000,24,"1993-09-01",185,77,192,"Chievo Verona","Italian Serie A",1,"SUB",5,"","2018-08-14",2022,27,"Italy",NA,"",NA,"Left",2,2,1,"Low/Medium","Lean (185+)","No",8900000,"","Dives Into Tackles (AI), Backs Into Player",69,30,46,54,74,72,37,21,73,61,32,48,30,29,56,59,69,69,67,68,51,47,66,68,75,31,72,76,27,29,35,66,75,73,74,7,11,12,13,8,NA,"49+1","49+1","49+1","48","47","47","47","48","48+1","48+1","48+1","51+1","53+1","53+1","53+1","51+1","65+1","66+1","66+1","66+1","65+1","67+1","72+1","72+1","72+1","67+1","16+1","https://cdn.sofifa.net/players/211/557/19_120.png","https://cdn.sofifa.net/teams/192/60.png","https://cdn.sofifa.net/flags/it.png","","https://cdn.sofifa.net/flags/it.png",25,"Centre-Back","Chievo Verona","loan transfer","in","Summer",NA,"Primera Division","19","2019/2020","La_liga",18,17,38,10,11,17,32,51,41,41.641547,9.64154699999998,36.438739,57.647325,6.647325,50.829462,-14.390723,11.450773336204,9.83441445421456,139,243,41.7997,0.799700000000001,"Real Valladolid"
"Sevilla","Giorgi Aburjania",232090,"https://sofifa.com/player/232090/giorgi-aburjania/190002","G. Aburjania","CDM, CAM, CM",66,73,775000,3000,23,"1995-01-02",185,78,110831,"CD Lugo","Spanish Segunda División",2,"SUB",18,"Sevilla FC","",2019,20,"Georgia",NA,"",NA,"Right",5,3,1,"Medium/Medium","Lean (185+)","No",NA,"","",62,56,65,66,61,67,59,53,56,67,47,66,62,58,65,70,59,65,58,67,64,59,66,60,69,65,70,66,59,70,49,71,50,70,59,8,7,7,6,11,NA,"61+1","61+1","61+1","64","64","64","64","64","65+1","65+1","65+1","64+1","66+1","66+1","66+1","64+1","63+1","65+1","65+1","65+1","63+1","63+1","64+1","64+1","64+1","63+1","14+1","https://cdn.sofifa.net/players/232/090/19_120.png","https://cdn.sofifa.net/teams/110831/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/ge.png",24,"Defensive Midfield","CD Lugo","End of loanJun 30, 2019","in","Summer",NA,"Primera Division","19","2019/2020","La_liga",18,5,38,17,8,13,62,47,59,69.162306,7.16230599999999,64.542453,46.710732,-0.289268000000007,41.508815,23.033638,10.6520308146458,10.02062048821,321,211,65.0781,6.07809999999999,"Sevilla"
"Sevilla","Luuk de Jong",189805,"https://sofifa.com/player/189805/luuk-de-jong/190002","L. de Jong","ST",78,79,1.2e+07,20000,27,"1990-08-27",188,86,247,"PSV","Holland Eredivisie",1,"ST",9,"","2014-07-12",2021,34,"Netherlands",105035,"SUB",19,"Right",3,2,2,"Medium/Medium","Normal (185+)","No",17700000,"","Power Header, Target Forward",53,76,69,67,43,74,66,77,92,75,79,65,63,65,61,74,51,55,58,80,55,82,81,75,82,69,49,25,82,68,60,75,42,40,37,16,10,8,8,11,NA,"77+2","77+2","77+2","70+1","73+1","73+1","73+1","70+1","71+2","71+2","71+2","69+2","68+2","68+2","68+2","69+2","56+2","56+2","56+2","56+2","56+2","55+2","55+2","55+2","55+2","55+2","19+2","https://cdn.sofifa.net/players/189/805/19_120.png","https://cdn.sofifa.net/teams/247/60.png","https://cdn.sofifa.net/flags/nl.png","https://cdn.sofifa.net/teams/105035/60.png","https://cdn.sofifa.net/flags/nl.png",28,"Centre-Forward","PSV Eindhoven","€12.50m","in","Summer",12.5,"Primera Division","19","2019/2020","La_liga",18,5,38,17,8,13,62,47,59,69.162306,7.16230599999999,64.542453,46.710732,-0.289268000000007,41.508815,23.033638,10.6520308146458,10.02062048821,321,211,65.0781,6.07809999999999,"Sevilla"
"Sevilla","Sébastien Corchia",191210,"https://sofifa.com/player/191210/sebastien-corchia/190002","S. Corchia","RB, RM",75,76,6e+06,15000,27,"1990-11-01",175,67,481,"Sevilla FC","Spain Primera Division",1,"SUB",2,"","2017-07-13",2021,18,"France",NA,"",NA,"Right",3,3,2,"High/Medium","Lean (170-185)","Yes",13100000,"","Takes Finesse Free Kicks",73,65,73,75,74,69,76,58,70,72,58,75,78,80,74,75,74,73,74,73,77,75,69,71,67,69,71,74,72,67,67,68,75,74,75,6,8,7,10,15,NA,"70+1","70+1","70+1","72","71","71","71","72","71+1","71+1","71+1","72+1","72+1","72+1","72+1","72+1","74+1","73+1","73+1","73+1","74+1","74+1","73+1","73+1","73+1","74+1","17+1","https://cdn.sofifa.net/players/191/210/19_120.png","https://cdn.sofifa.net/teams/481/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/fr.png",28,"Right-Back","Benfica","End of loanJun 30, 2019","in","Summer",NA,"Primera Division","19","2019/2020","La_liga",18,5,38,17,8,13,62,47,59,69.162306,7.16230599999999,64.542453,46.710732,-0.289268000000007,41.508815,23.033638,10.6520308146458,10.02062048821,321,211,65.0781,6.07809999999999,"Sevilla"
"Sevilla","Maximilian Wöber",231838,"https://sofifa.com/player/231838/maximilian-wober/190002","M. Wöber","CB, LB",73,81,5e+06,10000,20,"1998-02-04",189,82,245,"Ajax","Holland Eredivisie",1,"SUB",5,"","2017-08-24",2021,4,"Austria",1322,"SUB",16,"Left",3,2,1,"Medium/High","Normal (185+)","No",8000000,"","",74,37,61,64,72,77,61,32,74,67,34,62,42,31,67,65,71,76,65,68,62,48,76,74,78,35,77,68,52,58,42,70,72,72,75,13,13,14,14,8,NA,"57+1","57+1","57+1","60","58","58","58","60","60+1","60+1","60+1","63+1","63+1","63+1","63+1","63+1","69+1","69+1","69+1","69+1","69+1","70+1","72+1","72+1","72+1","70+1","18+1","https://cdn.sofifa.net/players/231/838/19_120.png","https://cdn.sofifa.net/teams/245/60.png","https://cdn.sofifa.net/flags/nl.png","https://cdn.sofifa.net/teams/1322/60.png","https://cdn.sofifa.net/flags/at.png",21,"Centre-Back","Ajax","€10.50m","in","Summer",10.5,"Primera Division","19","2019/2020","La_liga",18,5,38,17,8,13,62,47,59,69.162306,7.16230599999999,64.542453,46.710732,-0.289268000000007,41.508815,23.033638,10.6520308146458,10.02062048821,321,211,65.0781,6.07809999999999,"Sevilla"
"Sevilla","Ibrahim Amadou",211382,"https://sofifa.com/player/211382/ibrahim-amadou/190002","I. Amadou","CDM, CB",75,80,7500000,15000,25,"1993-04-06",184,81,481,"Sevilla FC","Spain Primera Division",1,"SUB",5,"","2018-07-02",2022,18,"France",NA,"",NA,"Right",3,3,2,"Medium/High","Normal (170-185)","No",16300000,"","",71,51,63,66,74,80,45,39,65,76,29,65,34,32,73,68,69,73,63,76,68,75,74,77,82,62,80,76,42,65,51,67,74,76,70,6,7,11,14,14,NA,"61+1","61+1","61+1","61","63","63","63","61","65+1","65+1","65+1","64+1","69+1","69+1","69+1","64+1","70+1","74+1","74+1","74+1","70+1","71+1","74+1","74+1","74+1","71+1","18+1","https://cdn.sofifa.net/players/211/382/19_120.png","https://cdn.sofifa.net/teams/481/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/fr.png",26,"Defensive Midfield","Norwich","End of loanJan 30, 2020","in","Winter",NA,"Primera Division","19","2019/2020","La_liga",18,5,38,17,8,13,62,47,59,69.162306,7.16230599999999,64.542453,46.710732,-0.289268000000007,41.508815,23.033638,10.6520308146458,10.02062048821,321,211,65.0781,6.07809999999999,"Sevilla"
"Sevilla","Jules Koundé",241486,"https://sofifa.com/player/241486/jules-kounde/190002","J. Koundé","CB",73,86,6500000,10000,19,"1998-11-12",178,70,59,"FC Girondins de Bordeaux","French Ligue 1",1,"RCB",4,"","2017-10-10",2021,18,"France",NA,"",NA,"Right",3,2,1,"Medium/Medium","Normal (170-185)","No",17100000,"","",71,31,46,58,74,67,26,29,74,66,32,49,27,26,57,66,72,70,64,72,72,41,78,68,66,23,66,73,28,33,43,57,74,74,72,11,10,8,14,13,NA,"50+1","50+1","50+1","50","50","50","50","50","51+1","51+1","51+1","53+1","56+1","56+1","56+1","53+1","64+1","67+1","67+1","67+1","64+1","67+1","72+1","72+1","72+1","67+1","18+1","https://cdn.sofifa.net/players/241/486/19_120.png","https://cdn.sofifa.net/teams/59/60.png","https://cdn.sofifa.net/flags/fr.png","","https://cdn.sofifa.net/flags/fr.png",20,"Centre-Back","G. Bordeaux","€25.00m","in","Summer",25,"Primera Division","19","2019/2020","La_liga",18,5,38,17,8,13,62,47,59,69.162306,7.16230599999999,64.542453,46.710732,-0.289268000000007,41.508815,23.033638,10.6520308146458,10.02062048821,321,211,65.0781,6.07809999999999,"Sevilla"
"Sevilla","Munas Dabbur",208498,"https://sofifa.com/player/208498/munas-dabbur/190002","M. Dabbur","ST",76,79,9500000,40000,26,"1992-05-14",181,77,191,"FC Red Bull Salzburg","Austrian Football Bundesliga",1,"LS",9,"","2016-06-09",2021,26,"Israel",NA,"",NA,"Right",4,3,2,"Medium/Low","Normal (170-185)","No",15000000,"","Injury Free, Selfish, Flair, Chip Shot (AI), Technical Dribbler (AI)",77,74,64,74,32,70,50,79,75,74,62,75,74,35,63,73,74,80,80,68,71,75,89,81,78,65,33,19,77,68,67,59,22,37,27,13,12,10,15,11,NA,"75+1","75+1","75+1","72","74","74","74","72","73+1","73+1","73+1","71+1","67+1","67+1","67+1","71+1","53+1","52+1","52+1","52+1","53+1","51+1","46+1","46+1","46+1","51+1","19+1","https://cdn.sofifa.net/players/208/498/19_120.png","https://cdn.sofifa.net/teams/191/60.png","https://cdn.sofifa.net/flags/at.png","","https://cdn.sofifa.net/flags/il.png",27,"Centre-Forward","RB Salzburg","€17.00m","in","Summer",17,"Primera Division","19","2019/2020","La_liga",18,5,38,17,8,13,62,47,59,69.162306,7.16230599999999,64.542453,46.710732,-0.289268000000007,41.508815,23.033638,10.6520308146458,10.02062048821,321,211,65.0781,6.07809999999999,"Sevilla"
"Sevilla","Youssef En-Nesyri",235410,"https://sofifa.com/player/235410/youssef-en-nesyri/190002","Y. En-Nesyri","ST, LW",72,78,4300000,15000,21,"1997-06-01",192,78,100888,"CD Leganés","Spain Primera Division",1,"SUB",26,"","2018-08-17",2023,129,"Morocco",NA,"",NA,"Left",4,3,1,"Medium/Medium","Lean (185+)","No",10500000,"","",76,70,53,71,33,58,48,73,69,63,67,74,40,47,46,72,75,77,68,70,44,70,74,58,64,68,37,31,71,49,59,59,27,31,27,13,9,14,9,13,NA,"71+1","71+1","71+1","68","70","70","70","68","66+1","66+1","66+1","66+1","59+1","59+1","59+1","66+1","51+1","47+1","47+1","47+1","51+1","49+1","45+1","45+1","45+1","49+1","18+1","https://cdn.sofifa.net/players/235/410/19_120.png","https://cdn.sofifa.net/teams/100888/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/ma.png",22,"Centre-Forward","CD Leganés","€20.00m","in","Winter",20,"Primera Division","19","2019/2020","La_liga",18,5,38,17,8,13,62,47,59,69.162306,7.16230599999999,64.542453,46.710732,-0.289268000000007,41.508815,23.033638,10.6520308146458,10.02062048821,321,211,65.0781,6.07809999999999,"Sevilla"
"Valencia","Uroš Račić",244253,"https://sofifa.com/player/244253/uros-racic/190002","U. Račić","CDM, CM",75,84,9e+06,20000,20,"1998-03-17",193,81,461,"Valencia CF","Spain Primera Division",1,"SUB",26,"","2018-07-02",2022,51,"Serbia",NA,"",NA,"Right",4,3,1,"Medium/Medium","Lean (185+)","No",20700000,"","",60,66,68,68,73,75,60,60,70,75,58,66,56,55,72,80,54,65,54,68,52,74,66,76,77,74,69,73,58,68,62,64,72,76,73,11,12,9,14,7,NA,"67+1","67+1","67+1","66","68","68","68","66","69+1","69+1","69+1","67+1","72+1","72+1","72+1","67+1","71+1","74+1","74+1","74+1","71+1","71+1","73+1","73+1","73+1","71+1","17+1","https://cdn.sofifa.net/players/244/253/19_120.png","https://cdn.sofifa.net/teams/461/60.png","https://cdn.sofifa.net/flags/es.png","","https://cdn.sofifa.net/flags/rs.png",21,"Defensive Midfield","CD Tenerife","End of loanJun 30, 2019","in","Summer",NA,"Primera Division","19","2019/2020","La_liga",18,4,38,15,16,7,51,35,61,61.884949,10.884949,56.569019,42.854367,7.854367,36.90841,19.660609,12.9646575872779,9.47400670587032,278,215,65.1616,4.16159999999999,"Valencia"
